2021-04-18 05:10:50,741 Epoch 0 	 Loss 0.5827321521528475
2021-04-18 05:13:53,329 Epoch 1 	 Loss 0.3315000906586647
2021-04-18 05:16:55,629 Epoch 2 	 Loss 0.24388291531211728
2021-04-18 05:19:57,940 Epoch 3 	 Loss 0.2010472881924975
2021-04-18 05:23:00,261 Epoch 4 	 Loss 0.17732308399710026
2021-04-18 05:26:02,655 Epoch 5 	 Loss 0.1619125002851853
2021-04-18 05:29:04,999 Epoch 6 	 Loss 0.15042904166729895
2021-04-18 05:32:07,403 Epoch 7 	 Loss 0.13088144104068095
2021-04-18 05:35:09,664 Epoch 8 	 Loss 0.12321492047100277
2021-04-18 05:38:12,055 Epoch 9 	 Loss 0.11685574013780761
2021-04-18 17:55:43,256 Epoch 10 	 Loss 0.10337977537087031
2021-04-18 17:59:20,296 Epoch 11 	 Loss 0.09098281621277987
2021-04-18 18:02:56,455 Epoch 12 	 Loss 0.08296471318373314
2021-04-18 18:06:25,543 Epoch 13 	 Loss 0.07714630888549837
2021-04-18 18:09:51,865 Epoch 14 	 Loss 0.07352507497173744
2021-04-18 18:13:16,994 Epoch 15 	 Loss 0.0707247927989606
2021-04-18 18:16:43,790 Epoch 16 	 Loss 0.06742271760499084
2021-04-18 18:20:10,173 Epoch 17 	 Loss 0.06522495139922414
2021-04-18 18:23:34,833 Epoch 18 	 Loss 0.06268139881501486
2021-04-18 18:27:09,169 Epoch 19 	 Loss 0.06030637631704519
2021-04-18 18:30:48,025 Epoch 20 	 Loss 0.058529050897929695
2021-04-18 18:34:27,020 Epoch 21 	 Loss 0.058326226055294604
2021-04-18 18:38:06,166 Epoch 22 	 Loss 0.05659795177916249
2021-04-18 18:41:44,918 Epoch 23 	 Loss 0.055673514891948016
2021-04-18 18:45:23,021 Epoch 24 	 Loss 0.1931666072335217
2021-04-18 18:48:59,989 Epoch 25 	 Loss 0.12580876588657663
2021-04-18 18:52:12,099 Epoch 26 	 Loss 0.0839602529675096
2021-04-18 18:55:14,675 Epoch 27 	 Loss 0.06666906237356611
2021-04-18 18:58:17,175 Epoch 28 	 Loss 0.06218965603345698
