2021-04-17 18:15:07,368 Epoch 0 	 Loss 0.5671946661812919
2021-04-17 18:15:32,715 Epoch 1 	 Loss 0.30618044889562734
2021-04-17 18:15:56,910 Epoch 2 	 Loss 0.23082122587404408
2021-04-17 18:16:21,155 Epoch 3 	 Loss 0.20773213119297237
2021-04-17 18:16:45,453 Epoch 4 	 Loss 0.17430354118510916
2021-04-17 18:17:09,762 Epoch 5 	 Loss 0.14499283410035646
2021-04-17 18:17:34,074 Epoch 6 	 Loss 0.12896339570755486
2021-04-17 18:17:58,381 Epoch 7 	 Loss 0.13965527467675262
2021-04-17 18:18:22,704 Epoch 8 	 Loss 0.12470876310880367
2021-04-17 18:18:46,994 Epoch 9 	 Loss 0.11148706668025844
2021-04-17 18:19:11,335 Epoch 10 	 Loss 0.11883462146743314
2021-04-17 18:19:35,684 Epoch 11 	 Loss 0.09849817698800957
2021-04-17 18:20:00,013 Epoch 12 	 Loss 0.08699707592745404
2021-04-17 18:20:24,303 Epoch 13 	 Loss 0.0811345684495601
2021-04-17 18:20:48,630 Epoch 14 	 Loss 0.07940983274890172
2021-04-17 18:21:12,988 Epoch 15 	 Loss 0.07684347582059903
2021-04-17 18:21:37,386 Epoch 16 	 Loss 0.07295643947609179
2021-04-17 18:22:01,738 Epoch 17 	 Loss 0.07075784746352788
2021-04-17 18:22:26,047 Epoch 18 	 Loss 0.06966765654774812
2021-04-17 18:22:50,400 Epoch 19 	 Loss 0.06761029991065408
2021-04-17 18:23:14,726 Epoch 20 	 Loss 0.06599012043859277
2021-04-17 18:23:39,041 Epoch 21 	 Loss 0.06422079258322061
2021-04-17 18:24:03,383 Epoch 22 	 Loss 0.06385178092334952
2021-04-17 18:24:27,685 Epoch 23 	 Loss 0.06244076409755827
2021-04-17 18:24:51,990 Epoch 24 	 Loss 0.06148748601285311
2021-04-17 18:25:16,307 Epoch 25 	 Loss 0.16031410195097162
2021-04-17 18:25:40,626 Epoch 26 	 Loss 0.11502372502134396
2021-04-17 18:26:04,944 Epoch 27 	 Loss 0.08026842981740669
2021-04-17 18:26:29,261 Epoch 28 	 Loss 0.06565313225427827
2021-04-17 18:26:53,571 Epoch 29 	 Loss 0.06028017847911342
2021-04-17 18:27:17,888 Epoch 30 	 Loss 0.05792901961767411
2021-04-17 18:27:42,232 Epoch 31 	 Loss 0.0573844176277027
2021-04-17 18:28:06,561 Epoch 32 	 Loss 0.05581565450999763
2021-04-17 18:28:30,867 Epoch 33 	 Loss 0.055177112529566
2021-04-17 18:28:55,175 Epoch 34 	 Loss 0.05499661249200721
2021-04-17 18:29:19,508 Epoch 35 	 Loss 0.054269578553490586
2021-04-17 18:29:43,863 Epoch 36 	 Loss 0.053576037512867006
2021-04-17 18:30:08,187 Epoch 37 	 Loss 0.052631692571954415
2021-04-17 18:30:32,513 Epoch 38 	 Loss 0.05261453128532394
2021-04-17 18:30:56,813 Epoch 39 	 Loss 0.05227024699714813
2021-04-17 18:31:21,153 Epoch 40 	 Loss 0.051987167447805405
2021-04-17 18:31:45,504 Epoch 41 	 Loss 0.05197978551898684
2021-04-17 18:32:09,790 Epoch 42 	 Loss 0.051568988792516375
2021-04-17 18:32:34,109 Epoch 43 	 Loss 0.05094087029715161
2021-04-17 18:32:58,444 Epoch 44 	 Loss 0.050596089173968024
2021-04-17 18:33:22,799 Epoch 45 	 Loss 0.05018765184578005
2021-04-17 18:33:47,101 Epoch 46 	 Loss 0.049787610032401244
2021-04-17 18:34:11,411 Epoch 47 	 Loss 0.04975737596524286
2021-04-17 18:34:35,752 Epoch 48 	 Loss 0.04955298381929214
2021-04-17 18:35:00,082 Epoch 49 	 Loss 0.049792639583676725
2021-04-17 18:35:24,417 Epoch 50 	 Loss 0.04963355761144187
2021-04-17 18:35:48,814 Epoch 51 	 Loss 0.04974043653807142
2021-04-17 18:36:13,156 Epoch 52 	 Loss 0.04914564682314029
2021-04-17 18:36:37,447 Epoch 53 	 Loss 0.04902522484925422
2021-04-17 18:37:01,745 Epoch 54 	 Loss 0.04826889856421685
2021-04-17 18:37:26,091 Epoch 55 	 Loss 0.04773849944819461
2021-04-17 18:37:50,423 Epoch 56 	 Loss 0.04824764549650334
2021-04-17 18:38:14,771 Epoch 57 	 Loss 0.04808046257348506
2021-04-17 18:38:39,107 Epoch 58 	 Loss 0.04718627309897444
2021-04-17 18:39:03,468 Epoch 59 	 Loss 0.04686265236155673
2021-04-17 18:39:27,832 Epoch 60 	 Loss 0.04658292766128268
2021-04-17 18:39:52,150 Epoch 61 	 Loss 0.046357868321158076
2021-04-17 18:40:16,477 Epoch 62 	 Loss 0.046205942324557145
2021-04-17 18:40:40,755 Epoch 63 	 Loss 0.04605127371602006
2021-04-17 18:41:05,122 Epoch 64 	 Loss 0.04596396529494406
2021-04-17 18:41:29,463 Epoch 65 	 Loss 0.045813613233494234
2021-04-17 18:41:53,793 Epoch 66 	 Loss 0.0457692560176928
2021-04-17 18:42:18,098 Epoch 67 	 Loss 0.045598102917710506
2021-04-17 18:42:42,488 Epoch 68 	 Loss 0.045585892255325895
2021-04-17 18:43:06,895 Epoch 69 	 Loss 0.045460700968300904
2021-04-17 18:43:31,218 Epoch 70 	 Loss 0.04534218370259463
2021-04-17 18:43:55,556 Epoch 71 	 Loss 0.04525826386288627
2021-04-17 18:44:19,922 Epoch 72 	 Loss 0.045126150392896525
2021-04-17 18:44:44,228 Epoch 73 	 Loss 0.04497860758923567
2021-04-17 18:45:08,577 Epoch 74 	 Loss 0.044995467946097094
2021-04-17 18:45:32,912 Epoch 75 	 Loss 0.04482514214712185
2021-04-17 18:45:57,235 Epoch 76 	 Loss 0.0447271461138031
2021-04-17 18:46:21,554 Epoch 77 	 Loss 0.04468944152960411
2021-04-17 18:46:45,897 Epoch 78 	 Loss 0.04468806251719758
2021-04-17 18:47:10,215 Epoch 79 	 Loss 0.04456269837260901
2021-04-17 18:47:34,546 Epoch 80 	 Loss 0.04453956667374778
2021-04-17 18:47:58,889 Epoch 81 	 Loss 0.04450502594584947
2021-04-17 18:48:23,203 Epoch 82 	 Loss 0.04443826012640864
2021-04-17 18:48:47,513 Epoch 83 	 Loss 0.044388035946822425
2021-04-17 18:49:11,826 Epoch 84 	 Loss 0.04439035555409206
2021-04-17 18:49:36,105 Epoch 85 	 Loss 0.04429368308366655
2021-04-17 18:50:00,415 Epoch 86 	 Loss 0.044284535674275934
2021-04-17 18:50:24,713 Epoch 87 	 Loss 0.04426164182087222
2021-04-17 18:50:49,046 Epoch 88 	 Loss 0.044209602155855725
2021-04-17 18:51:13,425 Epoch 89 	 Loss 0.04421379892053185
2021-04-17 18:51:37,817 Epoch 90 	 Loss 0.04420756298925851
2021-04-17 18:52:02,128 Epoch 91 	 Loss 0.04416692813674172
2021-04-17 18:52:26,489 Epoch 92 	 Loss 0.0441702360103091
2021-04-17 18:52:50,799 Epoch 93 	 Loss 0.044169235442365916
2021-04-17 18:53:15,121 Epoch 94 	 Loss 0.04412067990627263
2021-04-17 18:53:39,415 Epoch 95 	 Loss 0.044165894450558414
2021-04-17 18:54:03,782 Epoch 96 	 Loss 0.04413787502754521
2021-04-17 18:54:28,159 Epoch 97 	 Loss 0.0441601158703094
2021-04-17 18:54:52,528 Epoch 98 	 Loss 0.04414265647858054
2021-04-17 18:55:16,834 Epoch 99 	 Loss 0.04412629782826036
