2021-04-17 17:30:33,545 Epoch 0 	 Loss 0.5671946661812919
2021-04-17 17:30:59,371 Epoch 1 	 Loss 0.30618044889562734
2021-04-17 17:31:25,243 Epoch 2 	 Loss 0.23082122587404408
2021-04-17 17:31:51,331 Epoch 3 	 Loss 0.20773213119297237
2021-04-17 17:32:17,346 Epoch 4 	 Loss 0.17430354118510916
2021-04-17 17:32:43,427 Epoch 5 	 Loss 0.14499283410035646
2021-04-17 17:33:09,599 Epoch 6 	 Loss 0.12896339570755486
2021-04-17 17:33:35,702 Epoch 7 	 Loss 0.13965527467675262
2021-04-17 17:34:01,836 Epoch 8 	 Loss 0.12470876310880367
2021-04-17 17:34:28,005 Epoch 9 	 Loss 0.11148706668025844
2021-04-17 17:34:54,181 Epoch 10 	 Loss 0.11883462146743314
2021-04-17 17:35:20,371 Epoch 11 	 Loss 0.09849817698800957
2021-04-17 17:35:46,524 Epoch 12 	 Loss 0.08699707592745404
2021-04-17 17:36:12,733 Epoch 13 	 Loss 0.0811345684495601
2021-04-17 17:36:38,900 Epoch 14 	 Loss 0.07940983274890172
2021-04-17 17:37:05,136 Epoch 15 	 Loss 0.07684347582059903
2021-04-17 17:37:31,384 Epoch 16 	 Loss 0.07295643947609179
2021-04-17 17:37:57,615 Epoch 17 	 Loss 0.07075784746352788
2021-04-17 17:38:23,761 Epoch 18 	 Loss 0.06966765654774812
2021-04-17 17:38:49,955 Epoch 19 	 Loss 0.06761029991065408
2021-04-17 17:39:16,139 Epoch 20 	 Loss 0.06599012043859277
2021-04-17 17:39:42,309 Epoch 21 	 Loss 0.06422079258322061
2021-04-17 17:40:08,444 Epoch 22 	 Loss 0.06385178092334952
2021-04-17 17:40:34,649 Epoch 23 	 Loss 0.06244076409755827
2021-04-17 17:41:00,756 Epoch 24 	 Loss 0.06148748601285311
2021-04-17 17:41:26,957 Epoch 25 	 Loss 0.16031410195097162
2021-04-17 17:41:53,231 Epoch 26 	 Loss 0.11502372502134396
2021-04-17 17:42:19,481 Epoch 27 	 Loss 0.08026842981740669
2021-04-17 17:42:45,675 Epoch 28 	 Loss 0.06565313225427827
2021-04-17 17:43:11,941 Epoch 29 	 Loss 0.06028017847911342
2021-04-17 17:43:38,054 Epoch 30 	 Loss 0.05792901961767411
2021-04-17 17:44:03,825 Epoch 31 	 Loss 0.0573844176277027
2021-04-17 17:44:29,173 Epoch 32 	 Loss 0.05581565450999763
2021-04-17 17:44:54,586 Epoch 33 	 Loss 0.055177112529566
2021-04-17 17:45:19,989 Epoch 34 	 Loss 0.05499661249200721
2021-04-17 17:45:45,386 Epoch 35 	 Loss 0.054269578553490586
2021-04-17 17:46:10,774 Epoch 36 	 Loss 0.053576037512867006
2021-04-17 17:46:36,101 Epoch 37 	 Loss 0.052631692571954415
2021-04-17 17:47:01,513 Epoch 38 	 Loss 0.05261453128532394
2021-04-17 17:47:26,839 Epoch 39 	 Loss 0.05227024699714813
2021-04-17 17:47:52,272 Epoch 40 	 Loss 0.051987167447805405
2021-04-17 17:48:17,744 Epoch 41 	 Loss 0.05197978551898684
2021-04-17 17:48:43,161 Epoch 42 	 Loss 0.051568988792516375
2021-04-17 17:49:08,601 Epoch 43 	 Loss 0.05094087029715161
2021-04-17 17:49:34,021 Epoch 44 	 Loss 0.050596089173968024
2021-04-17 17:49:59,485 Epoch 45 	 Loss 0.05018765184578005
2021-04-17 17:50:24,820 Epoch 46 	 Loss 0.049787610032401244
2021-04-17 17:50:50,176 Epoch 47 	 Loss 0.04975737596524286
2021-04-17 17:51:15,574 Epoch 48 	 Loss 0.04955298381929214
2021-04-17 17:51:40,927 Epoch 49 	 Loss 0.049792639583676725
2021-04-17 17:52:06,296 Epoch 50 	 Loss 0.04963355761144187
2021-04-17 17:52:31,687 Epoch 51 	 Loss 0.04974043653807142
2021-04-17 17:52:57,038 Epoch 52 	 Loss 0.04914564682314029
2021-04-17 17:53:22,425 Epoch 53 	 Loss 0.04902522484925422
2021-04-17 17:53:47,806 Epoch 54 	 Loss 0.04826889856421685
2021-04-17 17:54:13,251 Epoch 55 	 Loss 0.04773849944819461
2021-04-17 17:54:38,562 Epoch 56 	 Loss 0.04824764549650334
2021-04-17 17:55:04,038 Epoch 57 	 Loss 0.04808046257348506
2021-04-17 17:55:29,554 Epoch 58 	 Loss 0.04718627309897444
2021-04-17 17:55:55,059 Epoch 59 	 Loss 0.04686265236155673
2021-04-17 17:56:20,559 Epoch 60 	 Loss 0.04658292766128268
2021-04-17 17:56:46,055 Epoch 61 	 Loss 0.046357868321158076
2021-04-17 17:57:11,551 Epoch 62 	 Loss 0.046205942324557145
2021-04-17 17:57:36,985 Epoch 63 	 Loss 0.04605127371602006
2021-04-17 17:58:02,449 Epoch 64 	 Loss 0.04596396529494406
2021-04-17 17:58:27,858 Epoch 65 	 Loss 0.045813613233494234
2021-04-17 17:58:53,279 Epoch 66 	 Loss 0.0457692560176928
2021-04-17 17:59:18,766 Epoch 67 	 Loss 0.045598102917710506
2021-04-17 17:59:44,201 Epoch 68 	 Loss 0.045585892255325895
2021-04-17 18:00:09,609 Epoch 69 	 Loss 0.045460700968300904
2021-04-17 18:00:35,141 Epoch 70 	 Loss 0.04534218370259463
2021-04-17 18:01:00,594 Epoch 71 	 Loss 0.04525826386288627
2021-04-17 18:01:26,147 Epoch 72 	 Loss 0.045126150392896525
2021-04-17 18:01:51,644 Epoch 73 	 Loss 0.04497860758923567
2021-04-17 18:02:17,089 Epoch 74 	 Loss 0.044995467946097094
2021-04-17 18:02:42,494 Epoch 75 	 Loss 0.04482514214712185
2021-04-17 18:03:08,066 Epoch 76 	 Loss 0.0447271461138031
2021-04-17 18:03:33,370 Epoch 77 	 Loss 0.04468944152960411
2021-04-17 18:03:59,385 Epoch 78 	 Loss 0.04468806251719758
2021-04-17 18:04:25,357 Epoch 79 	 Loss 0.04456269837260901
2021-04-17 18:04:51,390 Epoch 80 	 Loss 0.04453956667374778
2021-04-17 18:05:17,508 Epoch 81 	 Loss 0.04450502594584947
2021-04-17 18:05:43,643 Epoch 82 	 Loss 0.04443826012640864
2021-04-17 18:06:09,707 Epoch 83 	 Loss 0.044388035946822425
2021-04-17 18:06:35,740 Epoch 84 	 Loss 0.04439035555409206
2021-04-17 18:07:01,852 Epoch 85 	 Loss 0.04429368308366655
2021-04-17 18:07:27,847 Epoch 86 	 Loss 0.044284535674275934
2021-04-17 18:07:53,887 Epoch 87 	 Loss 0.04426164182087222
2021-04-17 18:08:19,960 Epoch 88 	 Loss 0.044209602155855725
2021-04-17 18:08:46,051 Epoch 89 	 Loss 0.04421379892053185
2021-04-17 18:09:12,165 Epoch 90 	 Loss 0.04420756298925851
2021-04-17 18:09:38,310 Epoch 91 	 Loss 0.04416692813674172
2021-04-17 18:10:04,522 Epoch 92 	 Loss 0.0441702360103091
2021-04-17 18:10:30,664 Epoch 93 	 Loss 0.044169235442365916
2021-04-17 18:10:56,804 Epoch 94 	 Loss 0.04412067990627263
2021-04-17 18:11:22,968 Epoch 95 	 Loss 0.044165894450558414
2021-04-17 18:11:49,159 Epoch 96 	 Loss 0.04413787502754521
2021-04-17 18:12:15,407 Epoch 97 	 Loss 0.0441601158703094
2021-04-17 18:12:41,584 Epoch 98 	 Loss 0.04414265647858054
2021-04-17 18:13:07,757 Epoch 99 	 Loss 0.04412629782826036
