2021-04-23 13:26:59,062 Epoch 0 	 Loss 0.7217865494581369
2021-04-23 13:27:20,232 Epoch 1 	 Loss 0.48962514872079366
2021-04-23 13:27:41,307 Epoch 2 	 Loss 0.42048406437203123
2021-04-23 13:28:02,423 Epoch 3 	 Loss 0.3837743940261694
2021-04-23 13:28:23,547 Epoch 4 	 Loss 0.37044919143011285
2021-04-23 13:28:44,683 Epoch 5 	 Loss 0.3562977467919444
2021-04-23 13:29:05,779 Epoch 6 	 Loss 0.3316166281372636
2021-04-23 13:29:26,898 Epoch 7 	 Loss 0.32538529903024105
2021-04-23 13:29:48,000 Epoch 8 	 Loss 0.32130110083700536
2021-04-23 13:30:09,054 Epoch 9 	 Loss 0.3082419813989283
2021-04-23 13:30:30,185 Epoch 10 	 Loss 0.31065243089592065
2021-04-23 13:30:51,279 Epoch 11 	 Loss 0.29614137489717085
2021-04-23 13:31:12,347 Epoch 12 	 Loss 0.2970684853556392
2021-04-23 13:31:33,446 Epoch 13 	 Loss 0.2855782688974024
2021-04-23 13:31:54,557 Epoch 14 	 Loss 0.27852420852734494
2021-04-23 13:32:15,635 Epoch 15 	 Loss 0.28318496949070104
2021-04-23 13:32:36,732 Epoch 16 	 Loss 0.27349576370401696
2021-04-23 13:32:57,820 Epoch 17 	 Loss 0.2713794780301524
2021-04-23 13:33:18,895 Epoch 18 	 Loss 0.2676777747961191
2021-04-23 13:33:40,055 Epoch 19 	 Loss 0.2628998242236756
2021-04-23 13:34:01,195 Epoch 20 	 Loss 0.2526630027281059
2021-04-23 13:34:22,284 Epoch 21 	 Loss 0.26071891827242716
2021-04-23 13:34:43,335 Epoch 22 	 Loss 0.26505287843091146
2021-04-23 13:35:04,402 Epoch 23 	 Loss 0.24706181179691147
2021-04-23 13:35:25,487 Epoch 24 	 Loss 0.24247052872573938
2021-04-23 13:35:46,545 Epoch 25 	 Loss 0.24883883241768723
2021-04-23 13:36:07,638 Epoch 26 	 Loss 0.23760377640252586
2021-04-23 13:36:28,776 Epoch 27 	 Loss 0.24696643273909014
2021-04-23 13:36:49,852 Epoch 28 	 Loss 0.23831870529677843
2021-04-23 13:37:10,895 Epoch 29 	 Loss 0.23186441993975376
2021-04-23 13:37:31,942 Epoch 30 	 Loss 0.24015058478811285
2021-04-23 13:37:53,016 Epoch 31 	 Loss 0.23620582429262307
2021-04-23 13:38:14,099 Epoch 32 	 Loss 0.2371577142359136
2021-04-23 13:38:35,187 Epoch 33 	 Loss 0.22559836293969834
2021-04-23 13:38:56,320 Epoch 34 	 Loss 0.22963073391180772
2021-04-23 13:39:17,375 Epoch 35 	 Loss 0.22962705823746357
2021-04-23 13:39:38,469 Epoch 36 	 Loss 0.22128109764921797
2021-04-23 13:39:59,532 Epoch 37 	 Loss 0.21827278523654728
2021-04-23 13:40:20,703 Epoch 38 	 Loss 0.2162965884902975
2021-04-23 13:40:41,857 Epoch 39 	 Loss 0.21609181116570483
2021-04-23 13:41:02,939 Epoch 40 	 Loss 0.21640282509091135
2021-04-23 13:41:24,007 Epoch 41 	 Loss 0.2183388230892328
2021-04-23 13:41:45,091 Epoch 42 	 Loss 0.2231233305000997
2021-04-23 13:42:06,244 Epoch 43 	 Loss 0.21306320238899398
2021-04-23 13:42:27,374 Epoch 44 	 Loss 0.20953810280495946
2021-04-23 13:42:48,451 Epoch 45 	 Loss 0.20700688087023222
2021-04-23 13:43:09,496 Epoch 46 	 Loss 0.20651355582279163
2021-04-23 13:43:30,615 Epoch 47 	 Loss 0.2046907840521781
