2021-04-23 10:51:40,585 Epoch 0 	 Loss 0.7597304883894029
2021-04-23 10:51:57,495 Epoch 1 	 Loss 0.5362602668804127
2021-04-23 10:52:14,447 Epoch 2 	 Loss 0.47865569722521434
2021-04-23 10:52:31,389 Epoch 3 	 Loss 0.43900059212695114
2021-04-23 10:52:48,286 Epoch 4 	 Loss 0.4154863328069121
2021-04-23 10:53:05,189 Epoch 5 	 Loss 0.38662211908088934
2021-04-23 10:53:22,134 Epoch 6 	 Loss 0.36688869372828975
2021-04-23 10:53:39,058 Epoch 7 	 Loss 0.3666818718333821
2021-04-23 10:53:55,969 Epoch 8 	 Loss 0.35863275547603984
2021-04-23 10:54:12,882 Epoch 9 	 Loss 0.35045385164218945
2021-04-23 10:54:29,821 Epoch 10 	 Loss 0.3484197285149124
2021-04-23 10:54:46,874 Epoch 11 	 Loss 0.33606196350448736
2021-04-23 10:55:03,790 Epoch 12 	 Loss 0.3265955945947668
2021-04-23 10:55:20,776 Epoch 13 	 Loss 0.32294239267543123
2021-04-23 10:55:37,731 Epoch 14 	 Loss 0.3091929651551194
2021-04-23 10:55:54,735 Epoch 15 	 Loss 0.31306934716937307
2021-04-23 10:56:11,751 Epoch 16 	 Loss 0.31496409072980774
2021-04-23 10:56:28,785 Epoch 17 	 Loss 0.30609872806203237
2021-04-23 10:56:45,700 Epoch 18 	 Loss 0.296263276384427
2021-04-23 10:57:02,649 Epoch 19 	 Loss 0.2944907824416737
2021-04-23 10:57:19,578 Epoch 20 	 Loss 0.29289306683854743
2021-04-23 10:57:36,495 Epoch 21 	 Loss 0.2800696803318275
2021-04-23 10:57:53,439 Epoch 22 	 Loss 0.2795309141114518
2021-04-23 10:58:10,364 Epoch 23 	 Loss 0.2761669255547471
2021-04-23 10:58:27,245 Epoch 24 	 Loss 0.2695814849256159
2021-04-23 10:58:44,160 Epoch 25 	 Loss 0.2734748349412457
2021-04-23 10:59:01,094 Epoch 26 	 Loss 0.27311374214324324
2021-04-23 10:59:18,018 Epoch 27 	 Loss 0.2630342007665844
2021-04-23 10:59:34,932 Epoch 28 	 Loss 0.2626321289565537
2021-04-23 10:59:51,883 Epoch 29 	 Loss 0.26589575508138635
2021-04-23 11:00:08,774 Epoch 30 	 Loss 0.2590522762838301
2021-04-23 11:00:25,730 Epoch 31 	 Loss 0.2605905184051493
2021-04-23 11:00:42,677 Epoch 32 	 Loss 0.2540313842204901
2021-04-23 11:00:59,589 Epoch 33 	 Loss 0.2494396177621988
2021-04-23 11:01:16,476 Epoch 34 	 Loss 0.25250431240259946
2021-04-23 11:01:33,440 Epoch 35 	 Loss 0.24792227345508533
2021-04-23 11:01:50,363 Epoch 36 	 Loss 0.2423713330056641
