2021-04-21 17:22:49,180 Epoch 0 	 Loss 0.8070287878041739
2021-04-21 17:23:25,235 Epoch 1 	 Loss 0.5531666422938253
2021-04-21 17:24:01,348 Epoch 2 	 Loss 0.4931154725970803
2021-04-21 17:24:37,369 Epoch 3 	 Loss 0.4577582069150694
2021-04-21 17:25:13,335 Epoch 4 	 Loss 0.43852237980444353
2021-04-21 17:25:49,371 Epoch 5 	 Loss 0.4128619868021745
2021-04-21 17:26:25,453 Epoch 6 	 Loss 0.3977692148515156
2021-04-21 17:27:01,612 Epoch 7 	 Loss 0.3805112347498045
2021-04-21 17:27:37,752 Epoch 8 	 Loss 0.3822092590751229
2021-04-21 17:28:13,957 Epoch 9 	 Loss 0.3557651358973849
2021-04-21 17:28:50,033 Epoch 10 	 Loss 0.3532016423049864
2021-04-21 17:29:26,191 Epoch 11 	 Loss 0.33878985342088636
2021-04-21 17:30:02,221 Epoch 12 	 Loss 0.33522473979782275
2021-04-21 17:30:38,244 Epoch 13 	 Loss 0.3368055150731579
2021-04-21 17:31:14,248 Epoch 14 	 Loss 0.32480353640986015
2021-04-21 17:31:50,212 Epoch 15 	 Loss 0.3128820616792847
2021-04-21 17:32:26,209 Epoch 16 	 Loss 0.3083935135995949
2021-04-21 17:33:02,256 Epoch 17 	 Loss 0.3074051483974352
2021-04-21 17:33:38,304 Epoch 18 	 Loss 0.2967316319981774
2021-04-21 17:34:14,330 Epoch 19 	 Loss 0.3032697627505103
2021-04-21 17:34:50,408 Epoch 20 	 Loss 0.2897307294738162
2021-04-21 17:35:26,408 Epoch 21 	 Loss 0.2941626189174233
2021-04-21 17:36:02,484 Epoch 22 	 Loss 0.2882700418377971
2021-04-21 17:36:38,444 Epoch 23 	 Loss 0.2859266824447192
2021-04-21 17:37:14,547 Epoch 24 	 Loss 0.2752105102434263
2021-04-21 17:37:50,524 Epoch 25 	 Loss 0.27285509613844067
2021-04-21 17:38:26,544 Epoch 26 	 Loss 0.2692853107557192
2021-04-21 17:39:02,623 Epoch 27 	 Loss 0.2720075316809036
2021-04-21 17:39:38,632 Epoch 28 	 Loss 0.262500021975119
2021-04-21 17:40:14,703 Epoch 29 	 Loss 0.2704054742724031
2021-04-21 17:40:50,617 Epoch 30 	 Loss 0.2605136058160237
2021-04-21 17:41:26,697 Epoch 31 	 Loss 0.2621432826086715
2021-04-21 17:42:02,729 Epoch 32 	 Loss 0.2555728931348402
2021-04-21 17:42:38,700 Epoch 33 	 Loss 0.2582651994058064
2021-04-21 17:43:14,793 Epoch 34 	 Loss 0.2454035812681848
2021-04-21 17:43:50,884 Epoch 35 	 Loss 0.24412584681432326
2021-04-21 17:44:26,888 Epoch 36 	 Loss 0.2409660626243759
2021-04-21 17:45:02,960 Epoch 37 	 Loss 0.25537244451569985
2021-04-21 17:45:38,977 Epoch 38 	 Loss 0.24007170704694894
2021-04-21 17:46:14,961 Epoch 39 	 Loss 0.2437195291558465
2021-04-21 17:46:50,908 Epoch 40 	 Loss 0.23762988241819236
2021-04-21 17:47:26,893 Epoch 41 	 Loss 0.24080598337964698
2021-04-21 17:48:02,976 Epoch 42 	 Loss 0.23493405144948226
2021-04-21 17:48:38,952 Epoch 43 	 Loss 0.23445479244321257
2021-04-21 17:49:14,961 Epoch 44 	 Loss 0.23361743757357964
2021-04-21 17:49:50,920 Epoch 45 	 Loss 0.23132343623009358
2021-04-21 17:50:26,953 Epoch 46 	 Loss 0.225084316272002
2021-04-21 17:51:02,916 Epoch 47 	 Loss 0.22438242032632724
2021-04-21 17:51:38,978 Epoch 48 	 Loss 0.22059571955885207
2021-04-21 17:52:15,050 Epoch 49 	 Loss 0.22242577226607355
2021-04-21 17:52:51,138 Epoch 50 	 Loss 0.21520858446320335
2021-04-21 17:53:27,133 Epoch 51 	 Loss 0.21971628561124698
2021-04-21 17:54:03,045 Epoch 52 	 Loss 0.21699498544682513
2021-04-21 17:54:39,015 Epoch 53 	 Loss 0.21294605617339796
2021-04-21 17:55:15,037 Epoch 54 	 Loss 0.21580727120022197
2021-04-21 17:55:51,068 Epoch 55 	 Loss 0.21065243980386755
2021-04-21 17:56:27,117 Epoch 56 	 Loss 0.208084266100611
2021-04-21 17:57:03,166 Epoch 57 	 Loss 0.20514000248123002
2021-04-21 17:57:39,116 Epoch 58 	 Loss 0.2037463949604349
2021-04-21 17:58:15,233 Epoch 59 	 Loss 0.20686333454572237
2021-04-21 17:58:51,238 Epoch 60 	 Loss 0.20433148479723667
2021-04-21 17:59:27,237 Epoch 61 	 Loss 0.20197424931185587
2021-04-21 18:00:03,357 Epoch 62 	 Loss 0.20043633567107902
2021-04-21 18:00:39,413 Epoch 63 	 Loss 0.20632879239517254
2021-04-21 18:01:15,419 Epoch 64 	 Loss 0.20348023500416304
2021-04-21 18:01:51,478 Epoch 65 	 Loss 0.19899888451282793
2021-04-21 18:02:27,429 Epoch 66 	 Loss 0.1997194766670793
2021-04-21 18:03:03,493 Epoch 67 	 Loss 0.19868616792526875
2021-04-21 18:03:39,552 Epoch 68 	 Loss 0.19646003039983603
2021-04-21 18:04:15,608 Epoch 69 	 Loss 0.1959203825547145
2021-04-21 18:04:51,657 Epoch 70 	 Loss 0.19976297446659633
2021-04-21 18:05:27,706 Epoch 71 	 Loss 0.189731851711378
2021-04-21 18:06:03,696 Epoch 72 	 Loss 0.19200172856613829
2021-04-21 18:06:39,769 Epoch 73 	 Loss 0.19230061900484693
2021-04-21 18:07:15,730 Epoch 74 	 Loss 0.192307506780048
2021-04-21 18:07:51,692 Epoch 75 	 Loss 0.19291463608925158
2021-04-21 18:08:27,632 Epoch 76 	 Loss 0.18590904575782818
2021-04-21 18:09:03,694 Epoch 77 	 Loss 0.18814065200941904
2021-04-21 18:09:39,696 Epoch 78 	 Loss 0.1881474480851666
2021-04-21 18:10:15,782 Epoch 79 	 Loss 0.19017403580985226
2021-04-21 18:10:51,764 Epoch 80 	 Loss 0.18436902253837376
2021-04-21 18:11:27,761 Epoch 81 	 Loss 0.18521875110301342
2021-04-21 18:12:03,769 Epoch 82 	 Loss 0.18871401397736517
2021-04-21 18:12:39,849 Epoch 83 	 Loss 0.18812695473105043
2021-04-21 18:13:15,861 Epoch 84 	 Loss 0.18432801634400756
2021-04-21 18:13:52,001 Epoch 85 	 Loss 0.18712480415354718
2021-04-21 18:14:27,979 Epoch 86 	 Loss 0.1793066700408747
2021-04-21 18:15:03,998 Epoch 87 	 Loss 0.18386153827656757
2021-04-21 18:15:40,073 Epoch 88 	 Loss 0.18605828301592187
2021-04-21 18:16:16,131 Epoch 89 	 Loss 0.18015152969203152
2021-04-21 18:16:52,198 Epoch 90 	 Loss 0.18209830532362173
2021-04-21 18:17:28,288 Epoch 91 	 Loss 0.1859044794525419
2021-04-21 18:18:04,334 Epoch 92 	 Loss 0.1845293803201927
2021-04-21 18:18:40,386 Epoch 93 	 Loss 0.18516856964145387
2021-04-21 18:19:16,373 Epoch 94 	 Loss 0.18226304519307482
2021-04-21 18:19:52,575 Epoch 95 	 Loss 0.18634293645947844
2021-04-21 18:20:28,758 Epoch 96 	 Loss 0.18387866544199513
2021-04-21 18:21:04,818 Epoch 97 	 Loss 0.18418577362547864
2021-04-21 18:21:40,869 Epoch 98 	 Loss 0.18534695905643506
2021-04-21 18:22:16,882 Epoch 99 	 Loss 0.18005913905390017
2021-04-23 15:02:10,272 Epoch 0 	 Loss 0.804682331425803
2021-04-23 15:02:46,696 Epoch 1 	 Loss 0.5574405422577491
2021-04-23 15:03:22,993 Epoch 2 	 Loss 0.4849649209242601
2021-04-23 15:03:59,333 Epoch 3 	 Loss 0.4496803280416426
2021-04-23 15:04:35,665 Epoch 4 	 Loss 0.42611236362666877
2021-04-23 15:05:11,944 Epoch 5 	 Loss 0.40512055944610426
2021-04-23 15:05:48,221 Epoch 6 	 Loss 0.390015538249697
2021-04-23 15:06:24,575 Epoch 7 	 Loss 0.36996395067199245
2021-04-23 15:07:00,900 Epoch 8 	 Loss 0.358158440052808
2021-04-23 15:07:37,146 Epoch 9 	 Loss 0.3495109071443369
2021-04-23 15:08:13,644 Epoch 10 	 Loss 0.35076327556437187
2021-04-23 15:08:49,930 Epoch 11 	 Loss 0.3441173968079326
2021-04-23 15:09:26,232 Epoch 12 	 Loss 0.3331651664697207
2021-04-23 15:10:02,541 Epoch 13 	 Loss 0.32397331592145856
2021-04-23 15:10:38,846 Epoch 14 	 Loss 0.3251949789432379
2021-04-23 15:11:15,008 Epoch 15 	 Loss 0.3087410455221658
2021-04-23 15:11:51,355 Epoch 16 	 Loss 0.31689890351269273
2021-04-23 15:12:27,535 Epoch 17 	 Loss 0.30675086542800234
2021-04-23 15:13:03,843 Epoch 18 	 Loss 0.2939164988942199
2021-04-23 15:13:40,205 Epoch 19 	 Loss 0.2870734248842512
2021-04-23 15:14:16,563 Epoch 20 	 Loss 0.2968959112416257
2021-04-23 15:14:52,832 Epoch 21 	 Loss 0.2864010098216298
2021-04-23 15:15:29,237 Epoch 22 	 Loss 0.28374137426470664
2021-04-23 15:16:05,588 Epoch 23 	 Loss 0.2801722769553845
2021-04-23 15:16:41,903 Epoch 24 	 Loss 0.27699569653678724
2021-04-23 15:17:18,226 Epoch 25 	 Loss 0.269441062768737
2021-04-23 15:17:54,623 Epoch 26 	 Loss 0.265305322605175
2021-04-23 15:18:30,894 Epoch 27 	 Loss 0.2587756056051988
2021-04-23 15:19:07,252 Epoch 28 	 Loss 0.27078475467451324
2021-04-23 15:19:43,527 Epoch 29 	 Loss 0.2613392223368634
2021-04-23 15:20:19,945 Epoch 30 	 Loss 0.2595581196166657
2021-04-23 15:20:56,241 Epoch 31 	 Loss 0.26039398699016364
2021-04-23 15:21:32,591 Epoch 32 	 Loss 0.2519507812602179
2021-04-23 15:22:08,876 Epoch 33 	 Loss 0.24728920941169447
2021-04-23 15:22:45,382 Epoch 34 	 Loss 0.24056292595444145
2021-04-23 15:23:21,655 Epoch 35 	 Loss 0.24614512298133348
2021-04-23 15:23:58,102 Epoch 36 	 Loss 0.25024864355941395
2021-04-23 15:24:34,537 Epoch 37 	 Loss 0.24486094336588304
2021-04-23 15:25:10,796 Epoch 38 	 Loss 0.23729415188778888
2021-04-23 15:25:46,968 Epoch 39 	 Loss 0.23177963298755688
2021-04-23 15:26:23,336 Epoch 40 	 Loss 0.2294691625859711
2021-04-23 15:26:59,595 Epoch 41 	 Loss 0.23365167716702262
2021-04-23 15:27:35,878 Epoch 42 	 Loss 0.23411775126562015
2021-04-23 15:28:12,232 Epoch 43 	 Loss 0.2301249757900343
2021-04-23 15:28:48,497 Epoch 44 	 Loss 0.22542859466521295
2021-04-23 15:29:24,836 Epoch 45 	 Loss 0.22614874371460505
2021-04-23 15:30:01,126 Epoch 46 	 Loss 0.2210872292846114
2021-04-23 15:30:37,325 Epoch 47 	 Loss 0.22621145451461877
2021-04-23 15:31:13,635 Epoch 48 	 Loss 0.2231066800080813
2021-04-23 15:31:49,889 Epoch 49 	 Loss 0.2175339276974018
2021-04-23 15:32:26,163 Epoch 50 	 Loss 0.2175708938758452
2021-04-23 15:33:02,415 Epoch 51 	 Loss 0.219511282149252
2021-04-23 15:33:38,794 Epoch 52 	 Loss 0.2116196299647237
2021-04-23 15:34:15,009 Epoch 53 	 Loss 0.2080525849219207
2021-04-23 15:34:51,357 Epoch 54 	 Loss 0.2142984287424402
2021-04-23 15:35:27,641 Epoch 55 	 Loss 0.2123538871387859
2021-04-23 15:36:03,878 Epoch 56 	 Loss 0.21405710722063923
2021-04-23 15:36:40,149 Epoch 57 	 Loss 0.21030636164513264
2021-04-23 15:37:16,383 Epoch 58 	 Loss 0.21074079795853123
2021-04-23 15:37:52,712 Epoch 59 	 Loss 0.20131221200738633
2021-04-23 15:38:29,062 Epoch 60 	 Loss 0.2057072305744821
2021-04-23 15:39:05,337 Epoch 61 	 Loss 0.1996291790689741
2021-04-23 15:39:41,599 Epoch 62 	 Loss 0.20160637124554143
